0;RT @CommuterBoston: ACCIDENT (Wellesley, MA): RT-9 East near Cedar St - involving a motorcycle and a car - possible lane restrictions;YES
1;RT @CommuterBoston: ACCIDENT: I-290 East before I-495 (Exit #26) - 2-car accident with possible lane blockages;YES
1002;Police Charge Man In New Bedford Murder: NEW BEDFORD (CBS) – New Bedford Police are investigating the murder of a... http://t.co/dmsL2GxOq6;YES
1003;It''s a liberating feeling when you drive and all you see is an open road ahead, no traffic, nothing stopping you.;NO;
1004;@corey_dinneen they need to make sure everyone sees them smoke, so they can pretend that they dont care about people seeing them smoke.;NO;
1005;A guy came up to my car at a red light on my way home just asking for directions but i literally thought i was going to die 😱😳😭;NO;
1006;Mass. woman among 3 dead in NH crash with camper http://t.co/OeOXGuXhAk;YES
1007;Promise to break everybody off before I break down;NO;
1008;When I rewatch a TV show and it''s a scene I don''t like, I call it my Kim Kardashian Hollywood game break.;NO;
1009;RT @RadAstronaut: White kids hate their families, take drugs and kill themselves. Minorities love their families, sell drugs and kill you.…;NO;
1010;James Young cleared after concussion in car crash http://t.co/ppveclOH2N #CelticsTalk;YES
1011;RT @CSNNE: James Young cleared after concussion in car crash http://t.co/ppveclOH2N #CelticsTalk;YES
1012;Opened Pothole report via iPhone at 62–66 Baker St http://t.co/FSSjLmIyXw. If you''re going to break something fix it. washington st & g...;NO;
1013;After the Love is Gone by Earth, Wind & Fire will never not jam.;NO;
1014;Just watched the 506 McSwarek scenes again, and now I want to know how Ben and Missy changed the truck scene.;NO;
1015;RT @WalshonWaste: Landfill approved to use auto fluff to cover trash Throop appeals - News - The Times-Tribune http://t.co/JvBUNphW8G;NO;
1016;HA Boston EMS dispatch just said 4 Truck;NO;
1017;A firefighter hurt his finger but no one else was injured in an electrical fire that destroyed a #Lawrence home this afternoon.;YES
1018;I generally like cover bands but I LOVE this cover band.;NO;
1019;@Giampetrolium Dude, you got this. Break a leg, I know you''ll kill it!;NO;
1020;@Beautys_PainX3 @Aouww_G dead ass never a real dead moment around me 😂;NO;
1021;RT @YourBoyBarney: @Beautys_PainX3 @Aouww_G dead ass never a real dead moment around me 😂;NO;
1022;@TedFowler361 Why did I know you''d been stung by 1 B4!I am allergic 2 Bee/Wasp Stings-so I bet in reality a scorpion bite could kill me if;NO;
1023;@bbajj @ohmymariaaa @praywithpillar oops I just blocked it without thinking (I block everyone who follows me);NO;
1024;My phone b playing games , like if you gon die then die no need for all the notifications.;NO;
1025;#Intern #electrical Electrical Engineer Co-op/Intern: DuPont - Wilmington, DE -  Electrica... http://t.co/bXhMyGue0y #Delaware #engineer;NO;
1026;psa to all boys: would it KILL u to fricken smile in a picture and not look like your gonna kill a small village in Africa;NO;
1027;my mom''s high school crush also died, in a car crash. you guys, i think my mom is Carrie. i''m even more afraid of her now. #jesussaveme;YES
1028;Mr Clean was found dead today..According to sources broccoli was found on the scene & police named The Green Giant as a person of interest.;NO;
1029;RT @CherBear162: Mr Clean was found dead today..According to sources broccoli was found on the scene & police named The Green Giant as a pe…;NO;
1030;Chelsea -423 Eastern Ave.  French Club PD requesting EMS injuries after a fall, E3 responding, Revere Police also on scene, Large crowd;NO;
1031;@FluffyPira I seem to be a minor road block..;NO;
1032;i died, and then resurrected by this Flawless remix, and died again.///,lmlkji;NO;
1033;James Young cleared after concussion in car crash http://t.co/1vChHIhZvu #CelticsTalk;YES
1034;Wish I had my car. Tear road and blow or fuckery yes!!;NO;
1035;RT @CSNNE: James Young cleared after concussion in car crash http://t.co/1vChHIhZvu #CelticsTalk;YES
1036;I''ve been in two accidents this summer. The first I totaled my moms car, the 2nd we coulda died. I ain''t ready for a 3rd.;YES
1037;Boston police hate you.  Boston police hate safe spaces.  Boston police hate progressive people.  Boston police hate music;NO;
1038;Homeowners insurance doesn''t typically cover gas line repairs or electrical wiring repairs. @ResearchDaily1;NO;
1039;What''s the one thing you want with you the most on a desert island? The love of my life Great now you''re both dead, how bout a boat, moron;NO;
1040;Pria yang secara rutin melakukan olahraga 1 jam setiap hari atau 7 jam per minggu memiliki konsentrasi sperma yang lebih tinggi.;NO;
1041;Springfield police investigating shots fired report on Belmont Avenue, looking... http://t.co/Kqgo4a9T9R #Massachusetts #News #MA #Boston;YES
1042;LOOK AT HOW CLOSE SHE GOT TO ME AND SHE SAID I LOVE YOU I AM SO DEAD GUYS I AM SO DEAD @ TD Garden http://t.co/QGcdSjsuMs;NO;
1043;Aroma vanili, aroma rokok dan parfum, terrkadang dibuat dari urin hewan berang-berang.;NO;
1044;If we take my car and I drive, at least pick up your trash and take it with you when you leave. My car isn''t a trash can, I''m not your maid.;NO;
1045;3 dead in car, RV crash in SW New Hampshire http://t.co/UEc3C7Or7B;YES
1046;Don''t make me drive, not pay me for gas then leave your trash in my car. Where are your manners seriously;NO;
1047;That song is my jam my lady jam;NO;
1048;RT @alannogee: God gave us coal. Ergo, we must burn it. Ergo, we must burn everything God gave us. Obviously. http://t.co/ab02JtCtCr via @E…;NO;
1049;Learn the rules, break the rules, make up new rules, break the new rules.- Marvin Bell#wisdom;NO;
1050;mi want a Jamaican car man. And a farrin car man;NO;
1051;August 3rd: Learn the rules, break the rules, make up new rules, break the new rules.-Marvin Bell http://t.co/fgQpWyGBD4;NO;
1052;#Intern #electrical Electrical Engineer Co-op/Intern: DuPont - Wilmington, DE -  Electrica... http://t.co/6w6X97fYXT #Delaware #engineer;NO;
1053;Ritme tubuh alamiah manusia terhadap lapar berada di titik tertinggi pada jam 8 malam dan terendah pada jam 8 pagi.;NO;
1054;There''s a creepy ass bug on my ceiling and it''s literally impossible to kill, this is it I''m gonna die;NO;
1055;RT @wutevering: There''s a creepy ass bug on my ceiling and it''s literally impossible to kill, this is it I''m gonna die;NO;
1056;ugh completely forgot to bump ignition tonight;NO;
1057;Palestinians report that another UNRWA school was hit by IDF fire with at least 7 Palestinian dead, via @galberger;YES
1058;Best Car Lease Deals August 2014: If leasing a new car is appealing to you, there are many great deals to cons... http://t.co/6mLGBgH7Qg;NO;
1059;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/iWauF4hjfV;NO;
1060;#Cambridge #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Repo... http://t.co/DijQqQjVck;NO;
1061;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/r0C9py5JP4;NO;
1062;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/q6BpOKmbBS;NO;
1063;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/d8lHz59kkP;NO;
1064;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/p6BKcTIMzW;NO;
1065;Sarah Palin Channel In Trouble Over N-- Hitler Remarks - National Report | National Report http://t.co/FLHtJNXqkY via @wpusta;NO;
1066;Imma smoke this joint then break you off;NO;
1067;#Job #Cambridge Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Repo... http://t.co/EcjUgNFDXQ;NO;
1068;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/MFLVGv5X6Y;NO;
1069;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/pw3Jq2YZ1Q;NO;
1070;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/IZ4tqYVmO2;NO;
1071;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/eruccUiM0b;NO;
1072;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/cboSmM87oq;NO;
1073;Lenox man dies in one car crash in Pittsfield http://t.co/cBkpkKgGMf #Massachusetts #News #MA #Boston;YES
1074;Why do I love running? The same reason squirrels cross two lanes of traffic avoiding 2 cars and a truck, and then turn around and run back.;NO;
1075;RT @ICU2Marathon: Why do I love running? The same reason squirrels cross two lanes of traffic avoiding 2 cars and a truck, and then turn ar…;NO;
1076;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/WWGV97AHyi;NO;
1077;#Cambridge #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Repo... http://t.co/0Ug7FXRtYb;NO;
1078;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/Io31kL6g4b;NO;
1079;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/JF4QznNFWd;NO;
1080;#Boston #News Police: Man, 2 girls die in Arizona crash: Authorities say a man and two children are dead follo... http://t.co/cEbzLdwC0j;YES
1081;“@Blacknwhitesexy: #Black & white http://t.co/GNkRqI1HhE” @AugustAmesxxx @PrinceYahshua best scene I''ve seen in a while #fire;NO;
1082;RT @5starGz: [ATTENTION] Need a graphic designer for your mixtape cover, album cover or flyer? Contact @EdwardSpaulding  #Designs http://t.…;NO;
1083;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/hAPmcz3Udi;NO;
1084;#Cambridge #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Repo... http://t.co/Zb2LeGFrwX;NO;
1085;Apparently getting gas off of I-78 in NJ is not a thing before 8 AM. >.< 5 gas stations before victory. #ThankYouBP #MovingToCali;NO;
1086;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/OjiwK0ken0;NO;
1087;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/YiQPTyfpIk;NO;
1088;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/p96qTWOYVI;NO;
1089;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/xG8ykuYVRE;NO;
1090;3 dead after car smashes into RV http://t.co/vcydCFuXt0;YES
1091;RT @NECN: 3 dead after car smashes into RV http://t.co/vcydCFuXt0;YES
1092;Not only did my mom finish my wash last night so I could go to bed, but she got up at 5 am before I left for work and filled my car with gas;NO;
1093;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/muNAR2dnez;NO;
1094;#Cambridge #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Repo... http://t.co/TUBWWKROje;NO;
1095;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/NjhUESEfWn;NO;
1096;@rmredfearn3 I wouldn''t say you miss the boat I would just say that the boat likes to leave without you;NO;
1097;68 killed and nearly 200 injured in explosion, fire at a Chinese factory makes wheel hubs for @GM: http://t.co/KPMU0pSMjV;YES
1098;Video: 3 dead in car, RV crash in New Hampshire http://t.co/IfYeI2rfcC;YES
1099;RT @WCVB: Video: 3 dead in car, RV crash in New Hampshire http://t.co/IfYeI2rfcC;YES
1100;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/muuTIkcT31;NO;
1101;#Cambridge #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Repo... http://t.co/U93Z9WC1o4;NO;
1102;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/3p5k7bVW7f;NO;
1103;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/75nMvrZ0T8;NO;
1104;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/gh6X0plwln;NO;
1105;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/qXvDecZKe2;NO;
1106;Head-On Crash Kills Three On NH Highway http://t.co/7Zk0ejsykJ #Boston #News;YES
1107;#Boston #News Head-On Crash Kills Three On NH Highway: STODDARD, N.H. (AP) – A Massachusetts woman and her son... http://t.co/SXwNGBBBBJ;YES
1108;Head-On Crash Kills Three On NH Highway http://t.co/qe8uHSpTEM;YES
1109;Head-On Crash Kills Three On NH Highway http://t.co/GVgNbRBpZ3 #boston;YES
1110;Head-On Crash Kills Three On NH Highway: STODDARD, N.H. (AP) – A Massachusetts woman and her son and a Florida... http://t.co/7s06IvId7F;YES
1111;Just discovered Chowder only eats her food if it''s spoon fed to her bite by bite like an infant #momfeedsher #areyoujoking;NO;
1112;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/8r4DYBv3Rm;NO;
1113;@SikorskyAircrft I''m using (Electric motors. Trying to Help with Auto. pollution! See e.v. Carrier.Uses Auto as a Cockpit! Unplug  Drive Off;NO;
1114;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/mtpHliZT8I;NO;
1115;#Boston #Job Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/L9stafQzWY;NO;
1116;#Job #Boston Report Developer: Boston Report Developer, Business Intelligence and Analytics, Technical Report ... http://t.co/XutSvx2yRB;NO;
